name,x,y,z,yaw,size_x,size_y,camera_radius_max,camera_height_min,camera_height_max
BE_Stage_00,0.0,670.0,0.0,0.0,300.0,400.0,240.0,90.0,250.0
BE_Stage_01,300.0,310.0,0.0,0.0,350.0,350.0,250.0,90.0,250.0
BE_Stage_02,160.0,310.0,0.0,0.0,400.0,350.0,300.0,110.0,250.0
BE_Stage_03,180.0,-1560.0,0.0,0.0,420.0,400.0,400.0,50.0,210.0
BE_Stage_04,-90.0,-360.0,0.0,0.0,350.0,400.0,250.0,90.0,250.0
